                  上证指数 (999999)
      时间	    开盘	    最高	    最低	    收盘	         成交量	
 2019/05/27-11:27	 2854.43	 2856.45	 2854.43	 2856.45	         102121	
 2019/05/27-11:28	 2856.34	 2859.89	 2856.34	 2859.89	         117838	
 2019/05/27-11:29	 2860.64	 2860.64	 2858.92	 2858.92	          94751	
 2019/05/27-11:30	 2858.09	 2860.51	 2858.09	 2860.50	          82543	
 2019/05/27-13:01	 2860.88	 2865.80	 2860.88	 2864.91	         256977	
 2019/05/27-13:02	 2864.77	 2864.94	 2861.95	 2861.95	         102836	
 2019/05/27-13:03	 2861.52	 2861.93	 2860.73	 2861.41	          85860	
 2019/05/27-13:04	 2861.62	 2863.29	 2861.62	 2863.29	          75428	
 2019/05/27-13:05	 2863.86	 2864.36	 2863.31	 2863.50	          85848	
 2019/05/27-13:06	 2863.73	 2864.56	 2863.73	 2864.30	          81037	
 2019/05/27-13:07	 2864.50	 2865.73	 2864.50	 2865.73	          77529	
 2019/05/27-13:08	 2865.31	 2866.22	 2865.20	 2865.48	          76158	
 2019/05/27-13:09	 2865.42	 2866.02	 2863.70	 2863.70	          89249	
 2019/05/27-13:10	 2864.08	 2864.71	 2863.35	 2864.71	          66488	
 2019/05/27-13:11	 2864.42	 2870.43	 2864.42	 2870.43	         138673	
 2019/05/27-13:12	 2870.37	 2873.54	 2870.37	 2873.54	         150998	
 2019/05/27-13:13	 2873.61	 2874.88	 2873.61	 2874.73	         130637	
 2019/05/27-13:14	 2874.82	 2876.71	 2874.20	 2876.71	         137956	
 2019/05/27-13:15	 2876.52	 2877.34	 2876.06	 2877.34	         105052	
 2019/05/27-13:16	 2877.56	 2878.10	 2876.14	 2876.54	         119943	
 2019/05/27-13:17	 2876.09	 2876.75	 2875.28	 2875.28	          93773	
 2019/05/27-13:18	 2875.02	 2875.20	 2873.98	 2874.50	          75588	
 2019/05/27-13:19	 2874.47	 2874.75	 2873.61	 2873.74	          65964	
 2019/05/27-13:20	 2873.99	 2874.26	 2873.37	 2873.55	          64349	
 2019/05/27-13:21	 2873.67	 2874.37	 2873.51	 2874.07	          66600	
 2019/05/27-13:22	 2874.41	 2875.45	 2873.82	 2875.04	          72444	
 2019/05/27-13:23	 2875.14	 2876.69	 2875.03	 2876.69	          77169	
 2019/05/27-13:24	 2876.80	 2876.80	 2875.95	 2876.44	          83746	
 2019/05/27-13:25	 2876.35	 2877.26	 2876.02	 2876.94	          91282	
 2019/05/27-13:26	 2876.83	 2877.59	 2876.70	 2877.33	          81697	
 2019/05/27-13:27	 2877.10	 2878.50	 2877.10	 2878.50	          88627	
 2019/05/27-13:28	 2878.78	 2880.58	 2878.65	 2880.58	         114905	
 2019/05/27-13:29	 2881.44	 2884.09	 2880.75	 2884.09	         143568	
 2019/05/27-13:30	 2884.15	 2884.96	 2883.77	 2884.96	         131100	
 2019/05/27-13:31	 2884.99	 2886.84	 2884.67	 2886.68	         121945	
 2019/05/27-13:32	 2886.37	 2887.38	 2886.08	 2886.08	         103376	
 2019/05/27-13:33	 2886.75	 2886.75	 2885.52	 2885.52	          97467	
 2019/05/27-13:34	 2885.24	 2885.52	 2883.62	 2883.62	          93900	
 2019/05/27-13:35	 2883.68	 2883.96	 2882.75	 2883.23	          83345	
 2019/05/27-13:36	 2883.36	 2883.67	 2882.89	 2883.49	          79024	
 2019/05/27-13:37	 2883.99	 2884.29	 2882.94	 2883.72	          77122	
 2019/05/27-13:38	 2883.85	 2884.16	 2883.05	 2883.59	          68287	
 2019/05/27-13:39	 2883.76	 2884.19	 2883.21	 2883.95	          82525	
 2019/05/27-13:40	 2884.16	 2884.36	 2883.38	 2883.51	          67170	
 2019/05/27-13:41	 2883.19	 2883.19	 2881.25	 2881.48	          89405	
 2019/05/27-13:42	 2881.07	 2881.07	 2879.80	 2879.83	          78245	
 2019/05/27-13:43	 2879.59	 2880.24	 2879.32	 2880.24	          68482	
 2019/05/27-13:44	 2879.66	 2880.31	 2879.23	 2879.23	          59870	
 2019/05/27-13:45	 2879.20	 2879.52	 2878.88	 2878.88	          51853	
 2019/05/27-13:46	 2879.06	 2881.22	 2879.06	 2881.22	          63319	
 2019/05/27-13:47	 2882.00	 2882.73	 2882.00	 2882.73	          80392	
 2019/05/27-13:48	 2882.96	 2883.48	 2882.72	 2883.26	          63127	
 2019/05/27-13:49	 2883.34	 2884.84	 2882.75	 2884.83	          70108	
 2019/05/27-13:50	 2885.45	 2885.86	 2884.94	 2885.57	          71731	
 2019/05/27-13:51	 2885.50	 2886.19	 2885.50	 2886.19	          73714	
 2019/05/27-13:52	 2886.37	 2887.46	 2886.37	 2887.46	          80035	
 2019/05/27-13:53	 2887.66	 2888.08	 2887.18	 2887.70	          87633	
 2019/05/27-13:54	 2887.65	 2888.53	 2887.65	 2888.02	          74106	
 2019/05/27-13:55	 2887.92	 2889.21	 2887.92	 2889.10	          93378	
 2019/05/27-13:56	 2889.14	 2890.11	 2889.14	 2889.88	          94273	
 2019/05/27-13:57	 2890.13	 2890.93	 2889.50	 2889.97	          96881	
 2019/05/27-13:58	 2889.70	 2890.26	 2889.36	 2889.61	          81856	
 2019/05/27-13:59	 2889.62	 2889.62	 2888.95	 2888.95	          78684	
 2019/05/27-14:00	 2888.07	 2888.66	 2887.79	 2888.05	          77104	
 2019/05/27-14:01	 2887.48	 2888.13	 2887.30	 2887.31	          68393	
 2019/05/27-14:02	 2886.98	 2887.49	 2883.18	 2883.18	          93208	
 2019/05/27-14:03	 2883.12	 2883.60	 2883.10	 2883.35	          71129	
 2019/05/27-14:04	 2883.14	 2884.13	 2883.01	 2884.13	          59056	
 2019/05/27-14:05	 2883.65	 2885.08	 2883.65	 2885.08	          71833	
 2019/05/27-14:06	 2884.80	 2885.57	 2884.80	 2885.00	          63302	
 2019/05/27-14:07	 2885.19	 2886.28	 2885.05	 2885.82	          57093	
 2019/05/27-14:08	 2886.13	 2886.74	 2885.88	 2885.88	          59665	
 2019/05/27-14:09	 2886.10	 2886.28	 2884.86	 2884.86	          55192	
 2019/05/27-14:10	 2884.91	 2885.71	 2884.62	 2884.62	          51262	
 2019/05/27-14:11	 2884.82	 2889.16	 2884.82	 2889.16	         100753	
 2019/05/27-14:12	 2890.00	 2891.61	 2890.00	 2891.43	         126810	
 2019/05/27-14:13	 2890.74	 2893.65	 2890.74	 2893.38	         123813	
 2019/05/27-14:14	 2893.61	 2893.61	 2892.78	 2892.85	          99922	
 2019/05/27-14:15	 2892.28	 2893.23	 2892.28	 2893.19	          79858	
 2019/05/27-14:16	 2893.06	 2893.23	 2892.37	 2892.96	          76562	
 2019/05/27-14:17	 2892.23	 2893.21	 2892.21	 2892.40	          74214	
 2019/05/27-14:18	 2892.28	 2892.92	 2892.12	 2892.84	          68742	
 2019/05/27-14:19	 2892.68	 2894.68	 2892.68	 2894.01	          85822	
 2019/05/27-14:20	 2894.16	 2896.01	 2894.16	 2896.01	         110496	
 2019/05/27-14:21	 2895.60	 2896.85	 2895.60	 2896.84	         116673	
 2019/05/27-14:22	 2896.69	 2898.04	 2896.69	 2898.04	          94514	
 2019/05/27-14:23	 2897.74	 2898.13	 2896.66	 2896.95	          85719	
 2019/05/27-14:24	 2896.29	 2896.62	 2895.54	 2895.75	          76971	
 2019/05/27-14:25	 2895.43	 2895.63	 2894.40	 2895.13	          69238	
 2019/05/27-14:26	 2894.13	 2894.63	 2893.92	 2894.00	          64138	
 2019/05/27-14:27	 2894.03	 2894.15	 2893.39	 2893.62	          64833	
 2019/05/27-14:28	 2893.51	 2893.60	 2892.65	 2893.26	          55970	
 2019/05/27-14:29	 2893.06	 2893.28	 2892.40	 2892.64	          56963	
 2019/05/27-14:30	 2892.33	 2893.12	 2892.31	 2892.68	          76768	
 2019/05/27-14:31	 2892.96	 2894.48	 2892.96	 2894.48	          78374	
 2019/05/27-14:32	 2895.18	 2895.18	 2894.22	 2894.23	          76999	
 2019/05/27-14:33	 2893.57	 2895.40	 2893.57	 2895.40	          64988	
 2019/05/27-14:34	 2894.65	 2895.84	 2894.63	 2894.74	          73246	
 2019/05/27-14:35	 2895.24	 2895.29	 2894.65	 2894.85	          66106	
 2019/05/27-14:36	 2894.40	 2894.91	 2893.57	 2893.57	          76424	
 2019/05/27-14:37	 2893.29	 2893.53	 2892.20	 2892.20	          76565	
 2019/05/27-14:38	 2892.28	 2892.58	 2891.72	 2891.95	          68788	
 2019/05/27-14:39	 2891.49	 2891.93	 2891.04	 2891.16	          70564	
 2019/05/27-14:40	 2891.09	 2891.51	 2890.86	 2890.90	          67484	
 2019/05/27-14:41	 2891.24	 2891.24	 2890.39	 2890.58	          64197	
 2019/05/27-14:42	 2890.35	 2890.87	 2889.61	 2890.15	          70243	
 2019/05/27-14:43	 2890.02	 2890.26	 2889.16	 2889.77	          65704	
 2019/05/27-14:44	 2889.14	 2889.32	 2888.41	 2889.31	          72613	
 2019/05/27-14:45	 2888.89	 2889.04	 2887.75	 2887.94	          69610	
 2019/05/27-14:46	 2888.32	 2888.32	 2887.22	 2887.42	          77922	
 2019/05/27-14:47	 2887.00	 2888.39	 2887.00	 2888.38	          80260	
 2019/05/27-14:48	 2888.02	 2888.74	 2887.96	 2888.74	          77812	
 2019/05/27-14:49	 2888.45	 2888.69	 2887.97	 2888.53	          77224	
 2019/05/27-14:50	 2888.73	 2888.94	 2888.00	 2888.94	          78762	
 2019/05/27-14:51	 2889.14	 2889.14	 2888.40	 2888.91	          91201	
 2019/05/27-14:52	 2889.41	 2889.81	 2888.69	 2889.77	         101561	
 2019/05/27-14:53	 2890.01	 2891.47	 2890.01	 2891.35	         114265	
 2019/05/27-14:54	 2892.26	 2892.26	 2891.19	 2891.84	         122473	
 2019/05/27-14:55	 2891.61	 2892.36	 2891.61	 2892.36	         117836	
 2019/05/27-14:56	 2892.21	 2892.54	 2891.61	 2892.42	         132002	
 2019/05/27-14:57	 2893.06	 2893.06	 2891.45	 2892.63	         143156	
 2019/05/27-14:58	 2892.76	 2892.76	 2892.67	 2892.67	          11604	
 2019/05/27-14:59	 2892.67	 2892.67	 2892.67	 2892.67	              0	
 2019/05/27-15:00	 2892.54	 2892.54	 2892.38	 2892.38	         248989	
 2019/05/28-09:31	 2890.27	 2890.27	 2887.78	 2888.51	         571710	
 2019/05/28-09:32	 2887.72	 2889.40	 2887.08	 2889.40	         223790	
 2019/05/28-09:33	 2889.12	 2891.29	 2888.84	 2891.29	         233441	
 2019/05/28-09:34	 2891.13	 2894.51	 2891.13	 2894.51	         220394	
 2019/05/28-09:35	 2894.52	 2894.55	 2891.10	 2891.46	         242221	
 2019/05/28-09:36	 2891.61	 2891.62	 2890.40	 2891.62	         204707	
 2019/05/28-09:37	 2892.33	 2892.91	 2891.93	 2892.91	         177231	
 2019/05/28-09:38	 2892.48	 2896.07	 2892.48	 2896.07	         186052	
 2019/05/28-09:39	 2896.40	 2896.40	 2893.92	 2895.01	         196669	
 2019/05/28-09:40	 2894.25	 2895.67	 2894.24	 2895.67	         157810	
 2019/05/28-09:41	 2895.55	 2896.72	 2894.98	 2896.72	         146425	
 2019/05/28-09:42	 2896.12	 2897.09	 2896.00	 2897.09	         159788	
 2019/05/28-09:43	 2897.32	 2897.32	 2895.22	 2895.22	         161258	
 2019/05/28-09:44	 2896.11	 2896.11	 2895.28	 2895.64	         153168	
 2019/05/28-09:45	 2896.50	 2897.08	 2895.59	 2897.08	         148490	
 2019/05/28-09:46	 2897.36	 2900.24	 2897.36	 2900.24	         165444	
 2019/05/28-09:47	 2899.95	 2902.06	 2899.95	 2901.78	         166416	
 2019/05/28-09:48	 2901.96	 2901.96	 2899.63	 2900.54	         187664	
 2019/05/28-09:49	 2900.16	 2901.18	 2899.78	 2901.18	         144592	
 2019/05/28-09:50	 2901.31	 2901.82	 2900.91	 2901.72	         145967	
 2019/05/28-09:51	 2902.47	 2903.63	 2902.47	 2903.63	         146307	
 2019/05/28-09:52	 2904.32	 2904.32	 2902.69	 2903.56	         170401	
 2019/05/28-09:53	 2903.33	 2903.38	 2902.13	 2902.84	         151843	
 2019/05/28-09:54	 2902.98	 2902.98	 2901.61	 2902.27	         129582	
 2019/05/28-09:55	 2902.07	 2902.07	 2900.30	 2900.71	         149410	
 2019/05/28-09:56	 2900.63	 2900.63	 2900.06	 2900.40	         134850	
 2019/05/28-09:57	 2900.16	 2900.92	 2899.70	 2900.78	         113813	
 2019/05/28-09:58	 2901.07	 2901.90	 2900.57	 2901.79	         110354	
 2019/05/28-09:59	 2902.08	 2903.70	 2901.97	 2903.70	         113572	
 2019/05/28-10:00	 2904.21	 2908.89	 2904.15	 2908.89	         176154	
 2019/05/28-10:01	 2909.27	 2909.84	 2909.05	 2909.84	         153010	
 2019/05/28-10:02	 2910.06	 2910.06	 2908.39	 2908.78	         125158	
 2019/05/28-10:03	 2908.84	 2909.01	 2908.41	 2908.61	         113463	
 2019/05/28-10:04	 2908.73	 2909.06	 2908.07	 2908.78	         101498	
 2019/05/28-10:05	 2908.97	 2909.16	 2906.87	 2906.99	         119709	
 2019/05/28-10:06	 2907.52	 2907.73	 2906.68	 2907.73	         111533	
 2019/05/28-10:07	 2907.14	 2909.01	 2907.14	 2908.58	         106930	
 2019/05/28-10:08	 2908.69	 2910.17	 2908.69	 2909.95	         134574	
 2019/05/28-10:09	 2910.47	 2911.91	 2910.24	 2911.91	         147203	
 2019/05/28-10:10	 2912.25	 2912.68	 2912.21	 2912.45	         133517	
 2019/05/28-10:11	 2912.85	 2913.71	 2912.85	 2912.97	         127503	
 2019/05/28-10:12	 2913.68	 2913.74	 2911.60	 2912.34	         131528	
 2019/05/28-10:13	 2911.41	 2911.61	 2910.56	 2910.87	         122446	
 2019/05/28-10:14	 2910.62	 2910.67	 2909.34	 2909.34	         105142	
 2019/05/28-10:15	 2910.01	 2910.06	 2908.91	 2909.34	          97256	
 2019/05/28-10:16	 2909.44	 2910.05	 2909.02	 2909.50	          93179	
 2019/05/28-10:17	 2909.68	 2909.87	 2909.03	 2909.03	         104234	
 2019/05/28-10:18	 2908.54	 2909.11	 2908.48	 2908.48	          99456	
 2019/05/28-10:19	 2909.14	 2909.14	 2907.67	 2907.75	          92010	
 2019/05/28-10:20	 2907.94	 2908.23	 2905.93	 2905.93	         105087	
 2019/05/28-10:21	 2905.83	 2906.15	 2905.47	 2905.60	         104346	
 2019/05/28-10:22	 2905.74	 2906.63	 2905.59	 2906.63	          86450	
 2019/05/28-10:23	 2906.67	 2907.98	 2906.67	 2907.81	          88601	
 2019/05/28-10:24	 2908.44	 2908.67	 2908.17	 2908.29	          80139	
 2019/05/28-10:25	 2908.07	 2908.81	 2908.02	 2908.54	          84691	
 2019/05/28-10:26	 2908.50	 2909.42	 2908.50	 2909.42	          83126	
 2019/05/28-10:27	 2909.41	 2909.48	 2908.54	 2909.10	          73357	
 2019/05/28-10:28	 2908.72	 2909.51	 2908.72	 2908.88	          68803	
 2019/05/28-10:29	 2909.12	 2909.34	 2908.45	 2908.97	          66496	
 2019/05/28-10:30	 2908.63	 2910.02	 2908.63	 2910.02	          67103	
 2019/05/28-10:31	 2909.72	 2910.33	 2909.25	 2909.85	          74356	
 2019/05/28-10:32	 2909.94	 2910.26	 2908.69	 2909.08	          78352	
 2019/05/28-10:33	 2908.42	 2909.40	 2908.24	 2908.53	          78081	
 2019/05/28-10:34	 2907.93	 2908.40	 2907.03	 2907.03	          87566	
 2019/05/28-10:35	 2907.46	 2907.46	 2906.57	 2906.72	          80620	
 2019/05/28-10:36	 2906.85	 2907.14	 2906.49	 2906.58	          79916	
 2019/05/28-10:37	 2906.39	 2906.79	 2905.17	 2905.26	          90998	
 2019/05/28-10:38	 2905.64	 2906.24	 2905.32	 2906.19	          91962	
 2019/05/28-10:39	 2906.37	 2908.29	 2906.37	 2908.12	          96223	
 2019/05/28-10:40	 2908.13	 2909.33	 2908.13	 2909.11	          76666	
 2019/05/28-10:41	 2909.31	 2910.55	 2909.25	 2909.74	          78146	
 2019/05/28-10:42	 2910.55	 2911.05	 2910.29	 2910.80	          74037	
 2019/05/28-10:43	 2910.92	 2911.75	 2910.62	 2911.47	          72821	
 2019/05/28-10:44	 2911.24	 2912.10	 2911.22	 2911.28	          65509	
 2019/05/28-10:45	 2911.54	 2911.87	 2911.30	 2911.35	          59504	
 2019/05/28-10:46	 2911.51	 2911.55	 2910.05	 2910.05	          65659	
 2019/05/28-10:47	 2910.92	 2910.92	 2909.98	 2910.15	          56593	
 2019/05/28-10:48	 2910.61	 2911.31	 2910.29	 2911.31	          63709	
 2019/05/28-10:49	 2911.22	 2911.93	 2911.19	 2911.93	          66641	
 2019/05/28-10:50	 2912.27	 2913.08	 2911.93	 2913.04	          74508	
 2019/05/28-10:51	 2913.47	 2913.74	 2912.93	 2913.68	          75535	
 2019/05/28-10:52	 2913.02	 2914.13	 2913.02	 2913.95	          69278	
 2019/05/28-10:53	 2913.89	 2914.33	 2913.40	 2913.92	          63914	
 2019/05/28-10:54	 2913.95	 2914.58	 2913.75	 2913.95	          63107	
 2019/05/28-10:55	 2913.95	 2914.93	 2913.95	 2914.34	          70733	
 2019/05/28-10:56	 2914.70	 2915.87	 2914.70	 2915.63	          70258	
 2019/05/28-10:57	 2916.50	 2916.50	 2915.68	 2916.10	          80080	
 2019/05/28-10:58	 2916.63	 2917.62	 2916.27	 2917.62	          69972	
 2019/05/28-10:59	 2917.23	 2917.47	 2916.93	 2917.47	          66828	
 2019/05/28-11:00	 2917.34	 2918.41	 2917.34	 2917.98	          69563	
 2019/05/28-11:01	 2917.85	 2918.44	 2917.81	 2918.32	          80560	
 2019/05/28-11:02	 2917.15	 2917.42	 2915.81	 2915.81	          79540	
 2019/05/28-11:03	 2916.18	 2916.18	 2914.22	 2914.22	          62913	
 2019/05/28-11:04	 2914.53	 2914.95	 2914.29	 2914.34	          56151	
 2019/05/28-11:05	 2914.65	 2914.86	 2913.86	 2914.20	          48422	
 2019/05/28-11:06	 2914.75	 2914.75	 2911.25	 2911.25	          76759	
 2019/05/28-11:07	 2910.97	 2912.16	 2910.91	 2911.96	          81946	
 2019/05/28-11:08	 2912.62	 2913.20	 2912.05	 2912.29	          50713	
 2019/05/28-11:09	 2912.44	 2913.02	 2912.37	 2912.39	          47090	
 2019/05/28-11:10	 2912.61	 2913.08	 2911.90	 2911.90	          45741	
 2019/05/28-11:11	 2912.65	 2912.99	 2911.81	 2911.97	          47190	
 2019/05/28-11:12	 2912.27	 2913.00	 2911.85	 2912.72	          46170	
 2019/05/28-11:13	 2913.00	 2914.95	 2912.38	 2914.86	          68997	
 2019/05/28-11:14	 2914.77	 2915.79	 2914.77	 2915.79	          57162	
 2019/05/28-11:15	 2915.31	 2916.20	 2914.51	 2915.52	          54245	
 2019/05/28-11:16	 2915.57	 2915.57	 2914.63	 2914.63	          51815	
 2019/05/28-11:17	 2915.53	 2915.85	 2914.50	 2915.49	          46713	
 2019/05/28-11:18	 2915.45	 2916.13	 2915.29	 2915.94	          47819	
 2019/05/28-11:19	 2916.17	 2917.25	 2915.83	 2917.02	          60462	
 2019/05/28-11:20	 2916.80	 2917.65	 2916.80	 2917.13	          54730	
 2019/05/28-11:21	 2917.65	 2918.40	 2916.81	 2918.40	          57056	
 2019/05/28-11:22	 2917.43	 2917.89	 2914.47	 2914.47	          74874	
 2019/05/28-11:23	 2915.33	 2916.06	 2914.57	 2916.03	          50556	
 2019/05/28-11:24	 2916.14	 2916.28	 2915.50	 2915.88	          42862	
 2019/05/28-11:25	 2915.91	 2916.55	 2914.73	 2915.41	          42522	
 2019/05/28-11:26	 2916.01	 2916.25	 2915.43	 2916.02	          43856	
 2019/05/28-11:27	 2915.48	 2916.77	 2915.48	 2916.25	          51516	
 2019/05/28-11:28	 2916.42	 2917.16	 2916.33	 2916.99	          50575	
 2019/05/28-11:29	 2917.22	 2917.58	 2916.90	 2917.24	          46288	
 2019/05/28-11:30	 2917.80	 2918.49	 2916.93	 2918.12	          54488	
 2019/05/28-13:01	 2918.16	 2919.60	 2918.16	 2919.60	         159476	
 2019/05/28-13:02	 2918.73	 2919.15	 2917.70	 2917.70	          54867	
 2019/05/28-13:03	 2918.61	 2918.86	 2917.92	 2917.92	          47570	
 2019/05/28-13:04	 2917.93	 2918.11	 2917.50	 2918.04	          48814	
 2019/05/28-13:05	 2917.72	 2917.76	 2916.25	 2916.84	          51540	
 2019/05/28-13:06	 2916.61	 2916.71	 2915.00	 2915.13	          61942	
 2019/05/28-13:07	 2914.62	 2916.01	 2914.62	 2915.73	          52940	
 2019/05/28-13:08	 2915.60	 2915.79	 2914.73	 2914.73	          48510	
 2019/05/28-13:09	 2915.31	 2915.42	 2914.61	 2915.42	          44226	
 2019/05/28-13:10	 2915.19	 2915.50	 2914.35	 2914.59	          46080	
 2019/05/28-13:11	 2915.44	 2915.88	 2914.75	 2915.88	          45376	
 2019/05/28-13:12	 2915.12	 2916.57	 2915.12	 2916.39	          50828	
 2019/05/28-13:13	 2916.69	 2917.98	 2916.56	 2917.61	          54593	
 2019/05/28-13:14	 2917.29	 2918.46	 2917.13	 2918.46	          60534	
 2019/05/28-13:15	 2918.10	 2919.44	 2918.10	 2919.20	          59936	
 2019/05/28-13:16	 2919.13	 2919.87	 2918.71	 2918.71	          70844	
 2019/05/28-13:17	 2918.74	 2919.71	 2918.43	 2919.30	          58816	
 2019/05/28-13:18	 2919.43	 2919.77	 2918.92	 2919.77	          56969	
 2019/05/28-13:19	 2919.73	 2919.88	 2919.15	 2919.41	          58692	
 2019/05/28-13:20	 2919.13	 2919.58	 2918.55	 2919.40	          56548	
 2019/05/28-13:21	 2919.12	 2919.42	 2918.65	 2918.84	          55989	
 2019/05/28-13:22	 2919.06	 2920.41	 2918.88	 2920.41	          66766	
 2019/05/28-13:23	 2920.98	 2922.08	 2920.79	 2921.89	          91995	
 2019/05/28-13:24	 2922.78	 2923.86	 2922.55	 2922.55	          89720	
 2019/05/28-13:25	 2922.53	 2923.07	 2922.21	 2922.55	          82152	
 2019/05/28-13:26	 2923.08	 2923.60	 2922.18	 2922.81	          72874	
 2019/05/28-13:27	 2923.20	 2924.04	 2922.21	 2922.21	          68611	
 2019/05/28-13:28	 2922.03	 2922.67	 2921.52	 2921.79	          72656	
 2019/05/28-13:29	 2921.64	 2923.38	 2921.51	 2923.38	          97568	
 2019/05/28-13:30	 2923.07	 2923.96	 2921.82	 2922.24	         100535	
 2019/05/28-13:31	 2922.38	 2922.38	 2920.24	 2920.24	          81585	
 2019/05/28-13:32	 2920.68	 2920.98	 2919.72	 2920.15	          74263	
 2019/05/28-13:33	 2919.83	 2920.53	 2919.71	 2919.83	          59768	
 2019/05/28-13:34	 2920.20	 2920.20	 2919.03	 2919.08	          58181	
 2019/05/28-13:35	 2919.85	 2919.85	 2918.65	 2918.77	          52028	
 2019/05/28-13:36	 2919.54	 2919.54	 2918.43	 2919.35	          53030	
 2019/05/28-13:37	 2919.68	 2919.79	 2918.74	 2919.35	          52281	
 2019/05/28-13:38	 2920.00	 2920.30	 2919.39	 2919.78	          50619	
 2019/05/28-13:39	 2919.95	 2919.95	 2917.68	 2918.24	          71894	
 2019/05/28-13:40	 2917.66	 2917.73	 2916.18	 2916.36	          77406	
 2019/05/28-13:41	 2916.22	 2916.87	 2915.91	 2916.75	          68281	
 2019/05/28-13:42	 2916.27	 2916.60	 2915.84	 2915.88	          63676	
 2019/05/28-13:43	 2916.71	 2916.71	 2915.51	 2915.51	          59233	
 2019/05/28-13:44	 2916.10	 2916.77	 2915.34	 2916.20	          64425	
 2019/05/28-13:45	 2916.61	 2917.16	 2916.01	 2917.08	          57625	
 2019/05/28-13:46	 2917.30	 2917.30	 2915.02	 2915.61	          68858	
 2019/05/28-13:47	 2915.29	 2915.70	 2914.45	 2915.29	          61520	
 2019/05/28-13:48	 2914.85	 2914.85	 2913.76	 2913.76	          56760	
 2019/05/28-13:49	 2913.61	 2913.65	 2912.01	 2912.01	          68208	
 2019/05/28-13:50	 2912.70	 2912.75	 2911.82	 2912.42	          61459	
 2019/05/28-13:51	 2912.28	 2912.28	 2911.35	 2911.98	          58648	
 2019/05/28-13:52	 2912.50	 2912.82	 2911.41	 2912.46	          56881	
 2019/05/28-13:53	 2912.43	 2913.04	 2912.26	 2912.60	          50796	
 2019/05/28-13:54	 2912.80	 2913.74	 2912.70	 2913.12	          51183	
 2019/05/28-13:55	 2913.93	 2914.46	 2913.16	 2914.11	          52966	
 2019/05/28-13:56	 2914.22	 2914.34	 2913.39	 2913.84	          55348	
 2019/05/28-13:57	 2913.70	 2913.70	 2912.86	 2913.00	          55813	
 2019/05/28-13:58	 2913.35	 2913.47	 2912.86	 2912.86	          59416	
 2019/05/28-13:59	 2913.04	 2913.14	 2912.08	 2912.38	          62893	
 2019/05/28-14:00	 2912.38	 2912.94	 2911.82	 2912.13	          63843	
 2019/05/28-14:01	 2912.75	 2912.75	 2911.60	 2912.32	          60891	
 2019/05/28-14:02	 2911.70	 2912.16	 2911.30	 2911.63	          53603	
 2019/05/28-14:03	 2911.40	 2911.51	 2907.60	 2907.60	         137024	
 2019/05/28-14:04	 2907.42	 2907.42	 2906.36	 2906.77	         113824	
 2019/05/28-14:05	 2905.92	 2906.48	 2905.18	 2905.48	         103455	
 2019/05/28-14:06	 2905.33	 2905.43	 2903.22	 2903.26	         123527	
 2019/05/28-14:07	 2902.94	 2904.34	 2902.65	 2903.78	         103463	
 2019/05/28-14:08	 2904.67	 2905.90	 2903.97	 2905.90	          72571	
 2019/05/28-14:09	 2906.21	 2906.21	 2904.58	 2905.01	          74848	
 2019/05/28-14:10	 2905.03	 2905.37	 2904.29	 2905.11	          58807	
 2019/05/28-14:11	 2905.05	 2905.58	 2904.63	 2905.31	          56811	
 2019/05/28-14:12	 2905.41	 2905.41	 2903.94	 2904.19	          56673	
 2019/05/28-14:13	 2905.01	 2905.28	 2904.03	 2904.80	          54948	
 2019/05/28-14:14	 2904.88	 2905.20	 2904.33	 2904.80	          51925	
 2019/05/28-14:15	 2905.26	 2905.42	 2904.44	 2905.42	          55813	
 2019/05/28-14:16	 2904.73	 2905.50	 2904.66	 2905.50	          50986	
 2019/05/28-14:17	 2905.69	 2905.69	 2903.36	 2904.24	          74142	
 2019/05/28-14:18	 2903.99	 2903.99	 2902.89	 2903.61	          68802	
 2019/05/28-14:19	 2903.04	 2904.29	 2903.04	 2903.63	          66571	
 2019/05/28-14:20	 2904.32	 2906.00	 2903.67	 2905.95	         103037	
 2019/05/28-14:21	 2906.74	 2907.95	 2906.26	 2907.95	          88185	
 2019/05/28-14:22	 2907.99	 2908.35	 2907.39	 2908.35	          74370	
 2019/05/28-14:23	 2908.56	 2908.78	 2907.82	 2908.78	          58118	
 2019/05/28-14:24	 2908.56	 2908.70	 2907.78	 2908.22	          53369	
 2019/05/28-14:25	 2907.99	 2907.99	 2907.24	 2907.93	          55240	
 2019/05/28-14:26	 2907.67	 2907.67	 2906.77	 2907.37	          52261	
 2019/05/28-14:27	 2907.44	 2907.63	 2906.29	 2907.19	          54561	
 2019/05/28-14:28	 2906.98	 2907.49	 2906.35	 2907.26	          50184	
 2019/05/28-14:29	 2906.84	 2907.27	 2905.80	 2907.27	          59555	
 2019/05/28-14:30	 2906.06	 2906.82	 2904.47	 2904.84	          70551	
 2019/05/28-14:31	 2904.73	 2904.73	 2902.18	 2902.69	         125154	
 2019/05/28-14:32	 2902.19	 2902.24	 2900.05	 2901.01	         111427	
 2019/05/28-14:33	 2900.33	 2900.54	 2898.92	 2899.82	         110088	
 2019/05/28-14:34	 2899.15	 2899.41	 2897.45	 2898.10	         117938	
 2019/05/28-14:35	 2897.12	 2897.22	 2895.79	 2896.08	         113255	
 2019/05/28-14:36	 2895.33	 2895.90	 2894.79	 2895.45	         136273	
