                  上证指数 (999999)
      时间	    开盘	    最高	    最低	    收盘	         成交量	
 2020/02/03-11:25	 2731.52	 2731.85	 2731.26	 2731.47	          41687	
 2020/02/03-11:26	 2731.26	 2732.55	 2731.26	 2732.55	          40894	
 2020/02/03-11:27	 2732.28	 2734.10	 2732.28	 2733.56	          48727	
 2020/02/03-11:28	 2733.55	 2734.01	 2732.91	 2733.82	          52184	
 2020/02/03-11:29	 2734.18	 2734.51	 2733.58	 2734.51	          57042	
 2020/02/03-11:30	 2734.62	 2735.29	 2734.10	 2734.66	          43799	
 2020/02/03-13:01	 2734.59	 2735.70	 2734.13	 2735.48	         183186	
 2020/02/03-13:02	 2735.35	 2737.00	 2735.16	 2736.78	          63622	
 2020/02/03-13:03	 2737.11	 2738.30	 2736.65	 2737.53	          56159	
 2020/02/03-13:04	 2737.42	 2739.12	 2737.09	 2738.55	          73111	
 2020/02/03-13:05	 2737.69	 2740.67	 2737.69	 2740.67	          65388	
 2020/02/03-13:06	 2740.18	 2741.23	 2739.99	 2741.23	          63856	
 2020/02/03-13:07	 2741.25	 2741.73	 2740.90	 2741.71	          55017	
 2020/02/03-13:08	 2741.94	 2742.03	 2741.34	 2741.74	          55533	
 2020/02/03-13:09	 2742.04	 2742.43	 2741.56	 2742.32	          51763	
 2020/02/03-13:10	 2742.39	 2742.73	 2742.06	 2742.73	          69330	
 2020/02/03-13:11	 2742.51	 2742.69	 2742.10	 2742.55	          51173	
 2020/02/03-13:12	 2742.70	 2742.70	 2741.54	 2741.54	          54517	
 2020/02/03-13:13	 2741.49	 2743.75	 2741.49	 2743.53	          54419	
 2020/02/03-13:14	 2743.63	 2744.34	 2743.34	 2744.26	          54799	
 2020/02/03-13:15	 2743.87	 2745.21	 2743.87	 2745.08	          56465	
 2020/02/03-13:16	 2744.77	 2745.68	 2744.47	 2745.53	          54199	
 2020/02/03-13:17	 2745.51	 2747.34	 2745.51	 2746.85	          58341	
 2020/02/03-13:18	 2747.01	 2749.30	 2747.01	 2749.30	          60558	
 2020/02/03-13:19	 2748.89	 2749.88	 2748.39	 2749.81	          66769	
 2020/02/03-13:20	 2749.61	 2750.34	 2749.50	 2750.30	          59468	
 2020/02/03-13:21	 2750.19	 2751.28	 2749.84	 2751.07	          62596	
 2020/02/03-13:22	 2751.07	 2752.09	 2750.46	 2751.61	          68349	
 2020/02/03-13:23	 2751.78	 2751.87	 2751.38	 2751.38	          69554	
 2020/02/03-13:24	 2751.28	 2752.47	 2751.14	 2751.74	          55494	
 2020/02/03-13:25	 2751.97	 2752.42	 2751.71	 2752.22	          75749	
 2020/02/03-13:26	 2752.49	 2752.49	 2751.72	 2752.19	          78725	
 2020/02/03-13:27	 2752.45	 2752.45	 2751.53	 2751.55	          52887	
 2020/02/03-13:28	 2751.77	 2751.83	 2750.71	 2751.29	          65445	
 2020/02/03-13:29	 2750.94	 2750.94	 2749.25	 2749.83	          61398	
 2020/02/03-13:30	 2749.46	 2750.06	 2749.45	 2750.05	          62075	
 2020/02/03-13:31	 2749.87	 2750.39	 2749.61	 2750.00	          57479	
 2020/02/03-13:32	 2749.91	 2749.91	 2748.34	 2748.34	          45760	
 2020/02/03-13:33	 2748.62	 2748.62	 2747.66	 2747.71	          48113	
 2020/02/03-13:34	 2748.05	 2748.14	 2747.06	 2747.21	          52130	
 2020/02/03-13:35	 2747.19	 2747.36	 2746.87	 2747.23	          56249	
 2020/02/03-13:36	 2747.13	 2747.66	 2746.91	 2747.38	          46397	
 2020/02/03-13:37	 2746.96	 2746.96	 2745.82	 2746.33	          53888	
 2020/02/03-13:38	 2745.91	 2745.99	 2745.07	 2745.07	          48450	
 2020/02/03-13:39	 2745.59	 2745.70	 2745.11	 2745.48	          45794	
 2020/02/03-13:40	 2745.33	 2745.47	 2744.82	 2745.04	          43894	
 2020/02/03-13:41	 2745.64	 2745.98	 2744.97	 2745.49	          42328	
 2020/02/03-13:42	 2745.10	 2746.27	 2745.10	 2746.15	          46869	
 2020/02/03-13:43	 2745.84	 2746.70	 2745.44	 2746.17	          49120	
 2020/02/03-13:44	 2745.72	 2746.21	 2745.57	 2745.88	          54724	
 2020/02/03-13:45	 2745.67	 2745.81	 2744.91	 2744.91	          53577	
 2020/02/03-13:46	 2745.02	 2745.23	 2744.23	 2744.55	          54057	
 2020/02/03-13:47	 2744.92	 2744.94	 2744.18	 2744.70	          55662	
 2020/02/03-13:48	 2744.83	 2744.87	 2744.32	 2744.49	          55905	
 2020/02/03-13:49	 2744.83	 2744.83	 2743.76	 2743.76	          55010	
 2020/02/03-13:50	 2743.91	 2744.28	 2743.38	 2743.88	          58731	
 2020/02/03-13:51	 2743.99	 2744.78	 2743.66	 2744.37	          56449	
 2020/02/03-13:52	 2744.27	 2744.89	 2743.78	 2744.19	          48724	
 2020/02/03-13:53	 2743.72	 2743.96	 2743.16	 2743.16	          45303	
 2020/02/03-13:54	 2743.41	 2743.93	 2743.22	 2743.39	          57217	
 2020/02/03-13:55	 2743.49	 2743.55	 2742.66	 2743.01	          55726	
 2020/02/03-13:56	 2742.40	 2743.68	 2742.17	 2742.98	          47682	
 2020/02/03-13:57	 2742.87	 2743.03	 2742.25	 2742.65	          47692	
 2020/02/03-13:58	 2742.36	 2742.97	 2742.17	 2742.49	          42745	
 2020/02/03-13:59	 2742.83	 2743.10	 2741.81	 2742.54	          42842	
 2020/02/03-14:00	 2742.62	 2743.11	 2742.36	 2743.11	          44407	
 2020/02/03-14:01	 2742.35	 2742.78	 2741.98	 2742.44	          49610	
 2020/02/03-14:02	 2741.84	 2742.10	 2741.32	 2741.46	          56121	
 2020/02/03-14:03	 2741.51	 2741.62	 2740.29	 2740.29	          54584	
 2020/02/03-14:04	 2740.68	 2740.92	 2739.90	 2740.03	          51876	
 2020/02/03-14:05	 2740.07	 2740.38	 2739.05	 2739.07	          54004	
 2020/02/03-14:06	 2739.03	 2739.34	 2738.69	 2738.69	          54720	
 2020/02/03-14:07	 2738.85	 2739.39	 2738.60	 2738.99	          54671	
 2020/02/03-14:08	 2739.05	 2739.23	 2738.17	 2738.51	          61359	
 2020/02/03-14:09	 2738.00	 2738.08	 2737.27	 2737.27	          54524	
 2020/02/03-14:10	 2737.35	 2737.81	 2736.87	 2736.87	          54889	
 2020/02/03-14:11	 2736.74	 2737.36	 2736.57	 2736.89	          48984	
 2020/02/03-14:12	 2737.19	 2737.56	 2736.66	 2737.24	          53521	
 2020/02/03-14:13	 2737.36	 2738.13	 2736.86	 2737.46	          55100	
 2020/02/03-14:14	 2737.49	 2737.59	 2736.72	 2737.04	          57722	
 2020/02/03-14:15	 2736.59	 2737.14	 2736.41	 2736.79	          50634	
 2020/02/03-14:16	 2736.40	 2737.81	 2736.40	 2737.36	          55064	
 2020/02/03-14:17	 2738.17	 2739.10	 2738.16	 2738.17	          56043	
 2020/02/03-14:18	 2738.11	 2739.97	 2737.99	 2739.97	          49264	
 2020/02/03-14:19	 2738.97	 2739.35	 2738.23	 2739.06	          51948	
 2020/02/03-14:20	 2738.94	 2739.59	 2738.52	 2738.52	          48178	
 2020/02/03-14:21	 2738.96	 2739.63	 2738.71	 2739.34	          54321	
 2020/02/03-14:22	 2739.53	 2740.08	 2738.52	 2738.52	          49487	
 2020/02/03-14:23	 2738.44	 2738.84	 2738.05	 2738.17	          47665	
 2020/02/03-14:24	 2738.35	 2738.51	 2737.61	 2738.30	          49246	
 2020/02/03-14:25	 2738.20	 2739.10	 2737.67	 2739.10	          59387	
 2020/02/03-14:26	 2738.22	 2739.05	 2737.86	 2739.05	          52648	
 2020/02/03-14:27	 2738.46	 2738.59	 2737.30	 2737.30	          56839	
 2020/02/03-14:28	 2737.44	 2738.61	 2737.44	 2738.03	          61974	
 2020/02/03-14:29	 2738.00	 2738.48	 2737.46	 2737.78	          52923	
 2020/02/03-14:30	 2737.30	 2737.82	 2736.64	 2736.74	          56718	
 2020/02/03-14:31	 2737.00	 2737.00	 2736.08	 2736.22	          54163	
 2020/02/03-14:32	 2735.84	 2736.66	 2735.47	 2736.39	          61353	
 2020/02/03-14:33	 2735.58	 2735.86	 2734.87	 2734.93	          59837	
 2020/02/03-14:34	 2735.35	 2735.35	 2734.22	 2734.22	          57096	
 2020/02/03-14:35	 2734.51	 2734.89	 2733.93	 2734.17	          60825	
 2020/02/03-14:36	 2734.61	 2734.61	 2732.72	 2732.72	          69672	
 2020/02/03-14:37	 2733.80	 2733.80	 2732.46	 2732.59	          86441	
 2020/02/03-14:38	 2732.73	 2733.28	 2732.25	 2732.79	          69386	
 2020/02/03-14:39	 2732.68	 2732.82	 2732.14	 2732.77	          83294	
 2020/02/03-14:40	 2732.45	 2732.96	 2732.24	 2732.53	          79039	
 2020/02/03-14:41	 2732.12	 2732.65	 2731.84	 2732.02	          77525	
 2020/02/03-14:42	 2732.25	 2732.77	 2731.80	 2732.25	          78151	
 2020/02/03-14:43	 2731.52	 2732.45	 2731.52	 2731.71	          70262	
 2020/02/03-14:44	 2731.48	 2731.99	 2731.35	 2731.63	          87395	
 2020/02/03-14:45	 2731.92	 2731.92	 2730.86	 2731.05	          74997	
 2020/02/03-14:46	 2730.87	 2731.07	 2729.87	 2730.16	          95598	
 2020/02/03-14:47	 2730.19	 2730.30	 2729.38	 2729.38	          88922	
 2020/02/03-14:48	 2729.55	 2729.58	 2728.79	 2728.85	          86527	
 2020/02/03-14:49	 2728.65	 2729.76	 2728.65	 2728.91	         105434	
 2020/02/03-14:50	 2729.30	 2730.29	 2729.00	 2729.81	         100784	
 2020/02/03-14:51	 2730.34	 2731.47	 2729.96	 2731.47	         107657	
 2020/02/03-14:52	 2731.08	 2733.13	 2731.08	 2733.13	         131832	
 2020/02/03-14:53	 2732.15	 2734.42	 2732.02	 2733.09	         148257	
 2020/02/03-14:54	 2733.07	 2735.11	 2733.00	 2735.11	         134488	
 2020/02/03-14:55	 2734.96	 2736.15	 2734.74	 2735.93	         154404	
 2020/02/03-14:56	 2736.57	 2736.70	 2735.20	 2736.19	         160840	
 2020/02/03-14:57	 2736.30	 2742.79	 2736.30	 2742.79	         274243	
 2020/02/03-14:58	 2743.47	 2743.47	 2743.01	 2743.01	          18464	
 2020/02/03-14:59	 2743.01	 2743.01	 2743.01	 2743.01	              0	
 2020/02/03-15:00	 2743.01	 2746.61	 2743.01	 2746.61	         325224	
 2020/02/04-09:31	 2685.27	 2724.79	 2685.27	 2724.79	        1993536	
 2020/02/04-09:32	 2726.07	 2736.55	 2726.07	 2736.50	         622489	
 2020/02/04-09:33	 2736.66	 2736.66	 2732.24	 2732.24	         621204	
 2020/02/04-09:34	 2731.85	 2738.30	 2731.85	 2738.30	         549895	
 2020/02/04-09:35	 2738.75	 2740.68	 2738.61	 2740.68	         534238	
 2020/02/04-09:36	 2741.11	 2746.66	 2741.11	 2746.66	         484796	
 2020/02/04-09:37	 2747.34	 2751.38	 2747.34	 2751.38	         465930	
 2020/02/04-09:38	 2751.51	 2757.66	 2751.51	 2757.66	         426841	
 2020/02/04-09:39	 2758.46	 2760.45	 2758.12	 2760.40	         420155	
 2020/02/04-09:40	 2760.48	 2761.86	 2759.47	 2759.47	         437995	
 2020/02/04-09:41	 2759.55	 2759.55	 2754.96	 2754.96	         414276	
 2020/02/04-09:42	 2754.03	 2754.03	 2748.98	 2748.98	         369294	
 2020/02/04-09:43	 2748.96	 2748.96	 2745.77	 2745.77	         351759	
 2020/02/04-09:44	 2746.30	 2746.30	 2741.66	 2741.66	         317675	
 2020/02/04-09:45	 2740.78	 2741.12	 2738.39	 2738.82	         307926	
 2020/02/04-09:46	 2738.69	 2744.06	 2738.56	 2744.06	         333625	
 2020/02/04-09:47	 2744.67	 2747.10	 2744.67	 2746.34	         285138	
 2020/02/04-09:48	 2747.26	 2750.50	 2747.26	 2750.50	         272191	
 2020/02/04-09:49	 2750.74	 2751.90	 2750.67	 2751.88	         273582	
 2020/02/04-09:50	 2751.72	 2752.74	 2751.54	 2752.27	         262007	
 2020/02/04-09:51	 2752.17	 2754.65	 2752.17	 2754.39	         261180	
 2020/02/04-09:52	 2755.25	 2756.44	 2754.64	 2756.44	         269226	
 2020/02/04-09:53	 2755.99	 2756.34	 2752.73	 2753.14	         272293	
 2020/02/04-09:54	 2753.31	 2756.26	 2752.65	 2756.26	         233897	
 2020/02/04-09:55	 2755.45	 2758.03	 2755.45	 2758.03	         232273	
 2020/02/04-09:56	 2758.54	 2761.44	 2757.75	 2761.44	         252094	
 2020/02/04-09:57	 2761.78	 2766.80	 2761.77	 2766.80	         251299	
 2020/02/04-09:58	 2767.61	 2768.31	 2766.45	 2768.07	         270247	
 2020/02/04-09:59	 2768.48	 2771.82	 2768.48	 2771.82	         255593	
 2020/02/04-10:00	 2771.35	 2772.06	 2769.98	 2770.23	         271753	
 2020/02/04-10:01	 2769.99	 2769.99	 2764.37	 2764.37	         277114	
 2020/02/04-10:02	 2764.35	 2765.40	 2763.79	 2764.03	         224813	
 2020/02/04-10:03	 2763.54	 2763.54	 2761.43	 2761.43	         211109	
 2020/02/04-10:04	 2762.10	 2764.15	 2761.93	 2764.08	         208752	
 2020/02/04-10:05	 2763.42	 2763.88	 2762.24	 2762.30	         194184	
 2020/02/04-10:06	 2762.51	 2762.51	 2759.66	 2760.14	         195215	
 2020/02/04-10:07	 2759.99	 2759.99	 2757.64	 2757.64	         192576	
 2020/02/04-10:08	 2757.58	 2757.97	 2756.63	 2757.00	         175076	
 2020/02/04-10:09	 2756.29	 2756.42	 2754.99	 2755.55	         185119	
 2020/02/04-10:10	 2755.45	 2757.75	 2755.45	 2757.75	         187452	
 2020/02/04-10:11	 2758.16	 2759.79	 2757.98	 2759.66	         176750	
 2020/02/04-10:12	 2759.77	 2760.39	 2759.54	 2759.80	         158977	
 2020/02/04-10:13	 2759.07	 2759.25	 2757.29	 2757.72	         175040	
 2020/02/04-10:14	 2757.10	 2758.09	 2757.10	 2757.85	         155626	
 2020/02/04-10:15	 2757.91	 2758.04	 2757.23	 2757.53	         156208	
 2020/02/04-10:16	 2757.55	 2757.90	 2756.89	 2756.89	         159961	
 2020/02/04-10:17	 2756.83	 2758.07	 2756.71	 2757.73	         165740	
 2020/02/04-10:18	 2757.91	 2759.39	 2757.88	 2759.38	         158367	
 2020/02/04-10:19	 2758.79	 2760.49	 2758.79	 2760.49	         149607	
 2020/02/04-10:20	 2760.95	 2760.95	 2759.99	 2759.99	         153593	
 2020/02/04-10:21	 2760.90	 2762.17	 2760.66	 2762.17	         160396	
 2020/02/04-10:22	 2761.55	 2762.64	 2761.55	 2762.34	         155865	
 2020/02/04-10:23	 2762.55	 2762.94	 2761.53	 2762.17	         167631	
 2020/02/04-10:24	 2762.36	 2762.69	 2761.48	 2762.05	         134723	
 2020/02/04-10:25	 2762.60	 2763.72	 2762.37	 2763.72	         136327	
 2020/02/04-10:26	 2763.67	 2765.80	 2763.67	 2765.80	         133513	
 2020/02/04-10:27	 2765.06	 2766.89	 2765.06	 2766.85	         144349	
 2020/02/04-10:28	 2767.28	 2768.20	 2767.14	 2768.00	         147555	
 2020/02/04-10:29	 2768.59	 2769.44	 2768.47	 2769.05	         152020	
 2020/02/04-10:30	 2768.82	 2769.23	 2768.16	 2768.16	         157863	
 2020/02/04-10:31	 2768.70	 2769.25	 2768.21	 2768.83	         152566	
 2020/02/04-10:32	 2768.15	 2768.15	 2766.25	 2766.54	         142966	
 2020/02/04-10:33	 2766.54	 2766.54	 2764.37	 2764.37	         154222	
 2020/02/04-10:34	 2764.04	 2764.27	 2763.58	 2763.58	         125676	
 2020/02/04-10:35	 2764.01	 2764.01	 2763.27	 2763.50	         119119	
 2020/02/04-10:36	 2763.74	 2765.47	 2763.67	 2764.01	         120899	
 2020/02/04-10:37	 2764.55	 2764.55	 2763.83	 2764.03	         109561	
 2020/02/04-10:38	 2763.92	 2764.28	 2762.45	 2762.92	         113955	
 2020/02/04-10:39	 2763.17	 2763.17	 2760.46	 2760.46	         128389	
 2020/02/04-10:40	 2760.67	 2760.67	 2759.46	 2759.46	         136621	
 2020/02/04-10:41	 2759.56	 2759.56	 2757.90	 2758.43	         141252	
 2020/02/04-10:42	 2758.85	 2758.85	 2757.74	 2758.12	         117425	
 2020/02/04-10:43	 2757.85	 2757.85	 2755.42	 2755.42	         135539	
 2020/02/04-10:44	 2755.40	 2755.40	 2753.79	 2754.36	         146779	
 2020/02/04-10:45	 2753.23	 2753.34	 2751.55	 2752.12	         154797	
 2020/02/04-10:46	 2751.69	 2751.69	 2749.80	 2749.80	         153649	
 2020/02/04-10:47	 2749.39	 2749.39	 2747.94	 2747.94	         158928	
 2020/02/04-10:48	 2747.47	 2747.47	 2745.22	 2745.28	         161220	
 2020/02/04-10:49	 2745.24	 2745.30	 2744.37	 2744.80	         155731	
 2020/02/04-10:50	 2744.05	 2745.23	 2743.71	 2745.13	         157324	
 2020/02/04-10:51	 2744.85	 2745.39	 2744.62	 2744.99	         141705	
 2020/02/04-10:52	 2745.46	 2747.44	 2745.12	 2747.44	         132672	
 2020/02/04-10:53	 2747.08	 2748.37	 2747.08	 2748.37	         122670	
 2020/02/04-10:54	 2747.87	 2749.70	 2747.85	 2749.70	         110954	
 2020/02/04-10:55	 2749.76	 2751.01	 2749.44	 2751.01	         111093	
 2020/02/04-10:56	 2750.73	 2751.05	 2749.53	 2749.81	         105504	
 2020/02/04-10:57	 2750.43	 2750.43	 2748.81	 2749.00	          97456	
 2020/02/04-10:58	 2748.72	 2748.81	 2747.38	 2747.38	         102832	
 2020/02/04-10:59	 2748.02	 2748.02	 2746.79	 2747.29	          96313	
 2020/02/04-11:00	 2747.05	 2747.20	 2745.43	 2745.63	         106582	
 2020/02/04-11:01	 2744.88	 2744.88	 2742.75	 2743.08	         130282	
 2020/02/04-11:02	 2742.71	 2744.28	 2742.39	 2742.60	         127724	
 2020/02/04-11:03	 2743.00	 2743.23	 2741.43	 2741.84	         112322	
 2020/02/04-11:04	 2741.88	 2743.02	 2741.51	 2742.34	         118659	
 2020/02/04-11:05	 2741.82	 2742.44	 2741.76	 2741.99	         105532	
 2020/02/04-11:06	 2741.55	 2741.94	 2740.69	 2740.85	         111001	
 2020/02/04-11:07	 2740.63	 2740.63	 2739.44	 2739.44	         115736	
 2020/02/04-11:08	 2739.34	 2739.78	 2738.27	 2738.39	         121321	
 2020/02/04-11:09	 2738.30	 2738.85	 2737.83	 2738.65	         116205	
 2020/02/04-11:10	 2737.80	 2738.11	 2737.53	 2737.80	         106389	
 2020/02/04-11:11	 2737.40	 2737.47	 2736.30	 2736.35	         117525	
 2020/02/04-11:12	 2736.86	 2738.02	 2736.25	 2737.38	         108396	
 2020/02/04-11:13	 2736.93	 2738.25	 2736.77	 2738.14	         113747	
 2020/02/04-11:14	 2738.65	 2740.20	 2738.17	 2739.83	         106984	
 2020/02/04-11:15	 2740.20	 2742.08	 2739.93	 2741.86	          99809	
 2020/02/04-11:16	 2741.67	 2742.38	 2741.67	 2742.08	          96860	
 2020/02/04-11:17	 2742.60	 2742.60	 2741.52	 2741.78	          87402	
 2020/02/04-11:18	 2741.67	 2742.24	 2741.09	 2741.09	          85657	
 2020/02/04-11:19	 2741.27	 2742.59	 2741.27	 2742.59	          83751	
 2020/02/04-11:20	 2742.31	 2742.90	 2741.37	 2742.85	          79962	
 2020/02/04-11:21	 2742.89	 2747.29	 2742.89	 2747.29	         106350	
 2020/02/04-11:22	 2747.27	 2748.28	 2746.59	 2748.01	         105183	
 2020/02/04-11:23	 2748.26	 2749.57	 2748.26	 2749.15	          92338	
 2020/02/04-11:24	 2749.06	 2750.43	 2749.06	 2749.94	          84806	
 2020/02/04-11:25	 2749.99	 2750.94	 2749.97	 2750.60	          80053	
 2020/02/04-11:26	 2750.94	 2751.59	 2750.17	 2750.39	          80913	
 2020/02/04-11:27	 2750.77	 2751.33	 2750.41	 2750.97	          78315	
 2020/02/04-11:28	 2750.63	 2750.97	 2750.32	 2750.72	          74620	
 2020/02/04-11:29	 2750.83	 2751.38	 2750.44	 2750.99	          75200	
 2020/02/04-11:30	 2751.04	 2752.44	 2750.61	 2752.44	          75554	
 2020/02/04-13:01	 2753.57	 2755.74	 2753.57	 2755.50	         260205	
 2020/02/04-13:02	 2755.86	 2756.74	 2754.99	 2756.74	         104334	
 2020/02/04-13:03	 2756.07	 2756.97	 2755.78	 2756.45	         100569	
 2020/02/04-13:04	 2756.74	 2758.70	 2756.74	 2758.07	         102614	
 2020/02/04-13:05	 2758.40	 2758.63	 2757.72	 2758.63	          97512	
 2020/02/04-13:06	 2758.27	 2759.10	 2758.18	 2758.30	          98533	
 2020/02/04-13:07	 2758.48	 2759.52	 2758.48	 2758.75	          98569	
 2020/02/04-13:08	 2758.24	 2759.04	 2757.97	 2758.29	          96042	
 2020/02/04-13:09	 2757.78	 2758.12	 2757.44	 2757.65	          91996	
 2020/02/04-13:10	 2757.42	 2757.85	 2756.91	 2757.83	          94103	
 2020/02/04-13:11	 2757.22	 2757.22	 2755.41	 2755.83	         103764	
 2020/02/04-13:12	 2755.36	 2755.98	 2755.24	 2755.91	          90187	
 2020/02/04-13:13	 2755.86	 2756.16	 2755.53	 2755.77	          81947	
 2020/02/04-13:14	 2756.07	 2758.37	 2756.07	 2758.34	         115443	
 2020/02/04-13:15	 2758.07	 2759.86	 2758.07	 2759.64	         104012	
 2020/02/04-13:16	 2759.82	 2761.36	 2759.82	 2760.93	         105594	
 2020/02/04-13:17	 2761.50	 2763.19	 2761.01	 2763.19	         109086	
 2020/02/04-13:18	 2763.20	 2764.19	 2763.18	 2764.18	         121942	
 2020/02/04-13:19	 2764.08	 2764.38	 2762.86	 2763.44	         105627	
 2020/02/04-13:20	 2763.44	 2764.49	 2763.44	 2764.32	          90764	
 2020/02/04-13:21	 2764.39	 2764.96	 2764.10	 2764.96	         102177	
 2020/02/04-13:22	 2764.33	 2765.17	 2764.33	 2764.67	          95870	
 2020/02/04-13:23	 2764.42	 2764.42	 2762.38	 2762.39	         118107	
 2020/02/04-13:24	 2761.51	 2761.51	 2760.53	 2760.70	         104880	
 2020/02/04-13:25	 2761.05	 2761.05	 2760.19	 2760.46	          89327	
 2020/02/04-13:26	 2761.17	 2762.74	 2761.12	 2762.46	          84136	
 2020/02/04-13:27	 2762.04	 2762.51	 2760.48	 2760.54	          92508	
 2020/02/04-13:28	 2760.14	 2760.76	 2759.75	 2759.91	          81728	
 2020/02/04-13:29	 2759.98	 2760.43	 2759.59	 2760.20	          83446	
 2020/02/04-13:30	 2759.71	 2760.56	 2759.71	 2760.36	          80573	
 2020/02/04-13:31	 2760.39	 2761.85	 2760.09	 2761.85	          90434	
 2020/02/04-13:32	 2761.83	 2763.46	 2761.83	 2763.46	          89731	
 2020/02/04-13:33	 2763.28	 2763.80	 2763.01	 2763.80	          89951	
 2020/02/04-13:34	 2764.23	 2764.86	 2763.86	 2764.45	          89066	
 2020/02/04-13:35	 2764.35	 2764.59	 2763.14	 2763.94	          91753	
 2020/02/04-13:36	 2763.58	 2764.88	 2763.58	 2764.72	          90862	
 2020/02/04-13:37	 2764.71	 2765.79	 2764.52	 2765.79	          89915	
 2020/02/04-13:38	 2764.97	 2766.08	 2764.64	 2765.99	          95318	
 2020/02/04-13:39	 2766.12	 2766.37	 2765.61	 2765.97	          94555	
 2020/02/04-13:40	 2765.61	 2766.27	 2765.29	 2766.13	          90721	
 2020/02/04-13:41	 2766.80	 2767.09	 2765.90	 2766.85	         102068	
 2020/02/04-13:42	 2767.54	 2769.02	 2767.02	 2768.84	         105473	
 2020/02/04-13:43	 2768.57	 2769.79	 2768.47	 2769.66	         122535	
 2020/02/04-13:44	 2770.14	 2771.91	 2769.79	 2771.91	         132982	
 2020/02/04-13:45	 2772.18	 2773.10	 2771.46	 2772.71	         129489	
 2020/02/04-13:46	 2773.01	 2775.18	 2773.01	 2775.18	         135456	
 2020/02/04-13:47	 2774.83	 2778.40	 2774.83	 2778.40	         150588	
 2020/02/04-13:48	 2778.24	 2779.46	 2778.18	 2779.46	         141059	
 2020/02/04-13:49	 2779.21	 2779.78	 2778.40	 2779.17	         145735	
 2020/02/04-13:50	 2779.23	 2779.81	 2778.95	 2778.97	         132353	
 2020/02/04-13:51	 2779.12	 2779.12	 2778.56	 2778.91	         122299	
 2020/02/04-13:52	 2778.29	 2779.02	 2778.29	 2778.58	         102531	
 2020/02/04-13:53	 2778.72	 2778.72	 2777.95	 2778.30	         112987	
 2020/02/04-13:54	 2778.26	 2778.77	 2777.38	 2778.77	          95476	
 2020/02/04-13:55	 2778.36	 2778.51	 2777.30	 2777.30	         106168	
 2020/02/04-13:56	 2778.31	 2778.31	 2777.46	 2777.52	          92880	
 2020/02/04-13:57	 2777.66	 2777.70	 2776.54	 2776.77	          94968	
 2020/02/04-13:58	 2776.68	 2776.74	 2775.89	 2776.28	          98641	
 2020/02/04-13:59	 2776.00	 2776.37	 2775.72	 2775.91	          90102	
 2020/02/04-14:00	 2775.17	 2776.54	 2774.91	 2776.12	          91212	
 2020/02/04-14:01	 2777.01	 2778.36	 2776.63	 2778.36	         107125	
 2020/02/04-14:02	 2779.18	 2780.94	 2778.86	 2780.94	          98425	
 2020/02/04-14:03	 2780.94	 2782.52	 2780.86	 2782.52	         113475	
 2020/02/04-14:04	 2782.85	 2784.92	 2782.59	 2784.92	         116545	
 2020/02/04-14:05	 2785.18	 2785.43	 2784.45	 2785.43	         127028	
 2020/02/04-14:06	 2785.39	 2785.83	 2784.99	 2785.44	         108068	
 2020/02/04-14:07	 2785.63	 2786.11	 2785.23	 2785.23	          98667	
 2020/02/04-14:08	 2785.27	 2786.12	 2784.88	 2785.39	         100669	
 2020/02/04-14:09	 2784.95	 2785.68	 2784.91	 2784.91	          99064	
 2020/02/04-14:10	 2784.82	 2785.45	 2784.28	 2784.46	         104497	
 2020/02/04-14:11	 2784.59	 2784.59	 2782.83	 2782.83	         119930	
 2020/02/04-14:12	 2782.80	 2782.80	 2781.94	 2782.27	         103228	
 2020/02/04-14:13	 2781.91	 2781.91	 2781.02	 2781.83	          90082	
 2020/02/04-14:14	 2781.37	 2782.05	 2780.87	 2782.05	          90170	
 2020/02/04-14:15	 2782.08	 2782.38	 2781.22	 2782.38	          94253	
 2020/02/04-14:16	 2782.10	 2783.05	 2782.10	 2782.30	          85989	
 2020/02/04-14:17	 2782.82	 2782.82	 2782.01	 2782.82	          83958	
 2020/02/04-14:18	 2782.62	 2783.88	 2782.62	 2783.38	          82139	
 2020/02/04-14:19	 2783.36	 2784.28	 2783.36	 2783.83	          92284	
 2020/02/04-14:20	 2784.06	 2784.50	 2783.39	 2783.47	          87405	
 2020/02/04-14:21	 2784.00	 2784.06	 2783.16	 2783.74	          98336	
 2020/02/04-14:22	 2783.80	 2783.97	 2782.72	 2782.72	          92202	
 2020/02/04-14:23	 2783.16	 2783.16	 2781.80	 2782.42	         103917	
 2020/02/04-14:24	 2781.70	 2781.83	 2780.03	 2780.14	         108399	
 2020/02/04-14:25	 2779.62	 2779.83	 2778.55	 2778.60	         118947	
 2020/02/04-14:26	 2778.94	 2778.94	 2778.28	 2778.60	         100532	
 2020/02/04-14:27	 2778.17	 2778.36	 2777.36	 2777.36	          94070	
 2020/02/04-14:28	 2777.57	 2777.97	 2776.64	 2777.79	         100247	
 2020/02/04-14:29	 2777.20	 2777.45	 2776.71	 2777.35	          92585	
 2020/02/04-14:30	 2777.23	 2777.50	 2776.74	 2777.44	          83840	
 2020/02/04-14:31	 2777.37	 2777.37	 2775.03	 2775.14	         106384	
 2020/02/04-14:32	 2775.46	 2775.79	 2774.93	 2775.79	         103632	
 2020/02/04-14:33	 2775.88	 2776.21	 2775.29	 2776.21	          93945	
 2020/02/04-14:34	 2776.24	 2777.03	 2776.07	 2777.01	         100142	
